path,label,conf
.\data\train\subject-1\fall\1_forward_falls\frame008.jpg,1,0.7746241688728333
.\data\train\subject-1\fall\1_forward_falls\frame009.jpg,1,0.7373555302619934
.\data\train\subject-1\fall\1_forward_falls\frame010.jpg,1,0.848301351070404
.\data\train\subject-1\fall\1_forward_falls\frame011.jpg,1,0.8021847605705261
.\data\train\subject-1\fall\1_forward_falls\frame012.jpg,1,0.8278268575668335
.\data\train\subject-1\fall\1_forward_falls\frame013.jpg,1,0.8565760850906372
.\data\train\subject-1\fall\1_forward_falls\frame014.jpg,1,0.8662394881248474
.\data\train\subject-1\fall\1_forward_falls\frame015.jpg,1,0.8464308381080627
.\data\train\subject-1\fall\1_forward_falls\frame016.jpg,1,0.8309046626091003
.\data\train\subject-1\fall\1_forward_falls\frame017.jpg,1,0.8180798292160034
.\data\train\subject-1\fall\1_forward_falls\frame018.jpg,1,0.8117737174034119
.\data\train\subject-1\fall\1_forward_falls\frame019.jpg,1,0.7976840138435364
.\data\train\subject-1\fall\1_forward_falls\frame020.jpg,1,0.7873712778091431
.\data\train\subject-1\fall\1_forward_falls\frame021.jpg,1,0.7911341786384583
.\data\train\subject-1\fall\1_forward_falls\frame022.jpg,1,0.8011890649795532
.\data\train\subject-1\fall\1_forward_falls\frame023.jpg,1,0.7902544736862183
.\data\train\subject-1\fall\1_forward_falls\frame024.jpg,1,0.8047409057617188
.\data\train\subject-1\fall\1_forward_falls\frame025.jpg,1,0.8075724840164185
.\data\train\subject-1\fall\1_forward_falls\frame026.jpg,1,0.8079277276992798
.\data\train\subject-1\fall\1_forward_falls\frame027.jpg,1,0.8044567704200745
.\data\train\subject-1\fall\1_forward_falls\frame028.jpg,1,0.7871281504631042
.\data\train\subject-1\fall\1_forward_falls\frame029.jpg,1,0.7930790185928345
.\data\train\subject-1\fall\1_forward_falls\frame030.jpg,1,0.7948204278945923
.\data\train\subject-1\fall\1_forward_falls\frame031.jpg,1,0.7997617125511169
.\data\train\subject-1\fall\1_forward_falls\frame032.jpg,1,0.8036864995956421
.\data\train\subject-1\fall\1_forward_falls\frame033.jpg,1,0.8033795952796936
.\data\train\subject-1\fall\1_forward_falls\frame034.jpg,1,0.794498085975647
.\data\train\subject-1\fall\1_forward_falls\frame035.jpg,1,0.7955743670463562
.\data\train\subject-1\fall\1_forward_falls\frame036.jpg,1,0.7943103313446045
.\data\train\subject-1\fall\1_forward_falls\frame037.jpg,1,0.799537718296051
.\data\train\subject-1\fall\1_forward_falls\frame038.jpg,1,0.7988021373748779
.\data\train\subject-1\fall\1_forward_falls\frame039.jpg,1,0.8007249236106873
.\data\train\subject-1\fall\1_forward_falls\frame040.jpg,1,0.7999275326728821
.\data\train\subject-1\fall\1_forward_falls\frame041.jpg,1,0.7949545979499817
.\data\train\subject-1\fall\1_forward_falls\frame042.jpg,1,0.7984781861305237
.\data\train\subject-1\fall\1_forward_falls\frame043.jpg,1,0.8010459542274475
.\data\train\subject-1\fall\1_forward_falls\frame044.jpg,1,0.8014225363731384
.\data\train\subject-1\fall\1_forward_falls\frame045.jpg,1,0.7991928458213806
.\data\train\subject-1\fall\1_forward_falls\frame046.jpg,1,0.8005148768424988
.\data\train\subject-1\fall\1_forward_falls\frame047.jpg,1,0.8019844889640808
.\data\train\subject-1\fall\1_forward_falls\frame048.jpg,1,0.8074755668640137
.\data\train\subject-1\fall\1_forward_falls\frame049.jpg,1,0.8023689985275269
.\data\train\subject-1\fall\1_forward_falls\frame050.jpg,1,0.8000841736793518
.\data\train\subject-1\fall\1_left_falls\frame001.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame002.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame003.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame004.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame005.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame006.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame007.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame008.jpg,0,0.0
.\data\train\subject-1\fall\1_left_falls\frame009.jpg,1,0.4808626174926758
.\data\train\subject-1\fall\1_left_falls\frame010.jpg,1,0.6699946522712708
.\data\train\subject-1\fall\1_left_falls\frame011.jpg,1,0.4198611378669739
.\data\train\subject-1\fall\1_left_falls\frame012.jpg,1,0.742084801197052
.\data\train\subject-1\fall\1_left_falls\frame013.jpg,1,0.7445069551467896
.\data\train\subject-1\fall\1_left_falls\frame014.jpg,1,0.7923475503921509
.\data\train\subject-1\fall\1_left_falls\frame015.jpg,1,0.8249656558036804
.\data\train\subject-1\fall\1_left_falls\frame016.jpg,1,0.8473984003067017
.\data\train\subject-1\fall\1_left_falls\frame017.jpg,1,0.8713939189910889
.\data\train\subject-1\fall\1_left_falls\frame018.jpg,1,0.8705195784568787
.\data\train\subject-1\fall\1_left_falls\frame019.jpg,1,0.870669424533844
.\data\train\subject-1\fall\1_left_falls\frame020.jpg,1,0.8792397975921631
.\data\train\subject-1\fall\1_left_falls\frame021.jpg,1,0.8848719000816345
.\data\train\subject-1\fall\1_left_falls\frame022.jpg,1,0.8798704147338867
.\data\train\subject-1\fall\1_left_falls\frame023.jpg,1,0.876133382320404
.\data\train\subject-1\fall\1_left_falls\frame024.jpg,1,0.8777672052383423
.\data\train\subject-1\fall\1_left_falls\frame025.jpg,1,0.8787619471549988
.\data\train\subject-1\fall\1_left_falls\frame026.jpg,1,0.8763414621353149
.\data\train\subject-1\fall\1_left_falls\frame027.jpg,1,0.8752410411834717
.\data\train\subject-1\fall\1_left_falls\frame028.jpg,1,0.8769083619117737
.\data\train\subject-1\fall\1_left_falls\frame029.jpg,1,0.8776524066925049
.\data\train\subject-1\fall\1_left_falls\frame030.jpg,1,0.8787678480148315
.\data\train\subject-1\fall\1_left_falls\frame031.jpg,1,0.8763079643249512
.\data\train\subject-1\fall\1_left_falls\frame032.jpg,1,0.8770291209220886
.\data\train\subject-1\fall\1_left_falls\frame033.jpg,1,0.877561092376709
.\data\train\subject-1\fall\1_left_falls\frame034.jpg,1,0.8797567486763
.\data\train\subject-1\fall\1_left_falls\frame035.jpg,1,0.8795422911643982
.\data\train\subject-1\fall\1_left_falls\frame036.jpg,1,0.8775326013565063
.\data\train\subject-1\fall\1_left_falls\frame037.jpg,1,0.878125011920929
.\data\train\subject-1\fall\1_left_falls\frame038.jpg,1,0.876185953617096
.\data\train\subject-1\fall\1_left_falls\frame039.jpg,1,0.8776502013206482
.\data\train\subject-1\fall\1_left_falls\frame040.jpg,1,0.8775443434715271
.\data\train\subject-1\fall\1_left_falls\frame041.jpg,1,0.8772530555725098
.\data\train\subject-1\fall\1_left_falls\frame042.jpg,1,0.8775783181190491
.\data\train\subject-1\fall\1_left_falls\frame043.jpg,1,0.8760176301002502
.\data\train\subject-1\fall\1_left_falls\frame044.jpg,1,0.8766359090805054
.\data\train\subject-1\fall\1_left_falls\frame045.jpg,1,0.8776561617851257
.\data\train\subject-1\fall\1_left_falls\frame046.jpg,1,0.8764384388923645
.\data\train\subject-1\fall\1_left_falls\frame047.jpg,1,0.8765107989311218
.\data\train\subject-1\fall\1_left_falls\frame048.jpg,1,0.8733876347541809
.\data\train\subject-1\fall\1_right_falls\frame001.jpg,0,0.0
.\data\train\subject-1\fall\1_right_falls\frame002.jpg,0,0.0
.\data\train\subject-1\fall\1_right_falls\frame003.jpg,0,0.0
.\data\train\subject-1\fall\1_right_falls\frame004.jpg,0,0.0
.\data\train\subject-1\fall\1_right_falls\frame005.jpg,0,0.0
.\data\train\subject-1\fall\1_right_falls\frame006.jpg,1,0.4761274755001068
.\data\train\subject-1\fall\1_right_falls\frame007.jpg,1,0.6595216989517212
.\data\train\subject-1\fall\1_right_falls\frame008.jpg,1,0.7883343696594238
.\data\train\subject-1\fall\1_right_falls\frame009.jpg,1,0.8164644241333008
.\data\train\subject-1\fall\1_right_falls\frame010.jpg,1,0.7043262124061584
.\data\train\subject-1\fall\1_right_falls\frame011.jpg,1,0.8408153653144836
.\data\train\subject-1\fall\1_right_falls\frame012.jpg,1,0.8184528946876526
.\data\train\subject-1\fall\1_right_falls\frame013.jpg,1,0.7860504984855652
.\data\train\subject-1\fall\1_right_falls\frame014.jpg,1,0.8363208770751953
.\data\train\subject-1\fall\1_right_falls\frame015.jpg,1,0.8551144003868103
.\data\train\subject-1\fall\1_right_falls\frame016.jpg,1,0.8438981771469116
.\data\train\subject-1\fall\1_right_falls\frame017.jpg,1,0.8705460429191589
.\data\train\subject-1\fall\1_right_falls\frame018.jpg,1,0.8786935806274414
.\data\train\subject-1\fall\1_right_falls\frame019.jpg,1,0.8631399869918823
.\data\train\subject-1\fall\1_right_falls\frame020.jpg,1,0.8647502064704895
.\data\train\subject-1\fall\1_right_falls\frame021.jpg,1,0.8654241561889648
.\data\train\subject-1\fall\1_right_falls\frame022.jpg,1,0.8607956171035767
.\data\train\subject-1\fall\1_right_falls\frame023.jpg,1,0.8534517288208008
.\data\train\subject-1\fall\1_right_falls\frame024.jpg,1,0.8070324063301086
.\data\train\subject-1\fall\1_right_falls\frame025.jpg,1,0.8501431941986084
.\data\train\subject-1\fall\1_right_falls\frame026.jpg,1,0.8435531258583069
.\data\train\subject-1\fall\1_right_falls\frame027.jpg,1,0.8585151433944702
.\data\train\subject-1\fall\1_right_falls\frame028.jpg,1,0.8551958799362183
.\data\train\subject-1\fall\1_right_falls\frame029.jpg,1,0.8499208092689514
.\data\train\subject-1\fall\1_right_falls\frame030.jpg,1,0.8460766673088074
.\data\train\subject-1\fall\1_right_falls\frame031.jpg,1,0.8470305800437927
.\data\train\subject-1\fall\1_right_falls\frame032.jpg,1,0.8456725478172302
.\data\train\subject-1\fall\1_right_falls\frame033.jpg,1,0.8505780100822449
.\data\train\subject-1\fall\1_right_falls\frame034.jpg,1,0.8520416021347046
.\data\train\subject-1\fall\1_right_falls\frame035.jpg,1,0.8486934304237366
.\data\train\subject-1\fall\1_right_falls\frame036.jpg,1,0.8480333685874939
.\data\train\subject-1\fall\1_right_falls\frame037.jpg,1,0.847317099571228
.\data\train\subject-1\fall\1_right_falls\frame038.jpg,1,0.8416216373443604
.\data\train\subject-1\fall\1_right_falls\frame039.jpg,1,0.8444392681121826
.\data\train\subject-1\fall\1_right_falls\frame040.jpg,1,0.8464545011520386
.\data\train\subject-1\fall\1_right_falls\frame041.jpg,1,0.843572735786438
.\data\train\subject-1\fall\1_right_falls\frame042.jpg,1,0.84296053647995
.\data\train\subject-1\fall\1_right_falls\frame043.jpg,1,0.844793438911438
.\data\train\subject-1\fall\1_right_falls\frame044.jpg,1,0.8412051796913147
.\data\train\subject-1\fall\1_right_falls\frame045.jpg,1,0.847307026386261
.\data\train\subject-1\fall\1_right_falls\frame046.jpg,1,0.8484145998954773
.\data\train\subject-1\fall\1_right_falls\frame047.jpg,1,0.8499467968940735
.\data\train\subject-1\fall\1_sitting_falls\frame001.jpg,0,0.0
.\data\train\subject-1\fall\1_sitting_falls\frame002.jpg,1,0.2626191079616546
.\data\train\subject-1\fall\1_sitting_falls\frame003.jpg,1,0.6094471216201782
.\data\train\subject-1\fall\1_sitting_falls\frame004.jpg,1,0.5640271902084351
.\data\train\subject-1\fall\1_sitting_falls\frame005.jpg,1,0.3320582211017608
.\data\train\subject-1\fall\1_sitting_falls\frame006.jpg,1,0.6241397261619568
.\data\train\subject-1\fall\1_sitting_falls\frame007.jpg,1,0.777580201625824
.\data\train\subject-1\fall\1_sitting_falls\frame008.jpg,1,0.8012031316757202
.\data\train\subject-1\fall\1_sitting_falls\frame009.jpg,1,0.8148080706596375
.\data\train\subject-1\fall\1_sitting_falls\frame010.jpg,1,0.8612266182899475
.\data\train\subject-1\fall\1_sitting_falls\frame011.jpg,1,0.839478075504303
.\data\train\subject-1\fall\1_sitting_falls\frame012.jpg,1,0.8551428318023682
.\data\train\subject-1\fall\1_sitting_falls\frame013.jpg,1,0.8591760396957397
.\data\train\subject-1\fall\1_sitting_falls\frame014.jpg,1,0.8323684930801392
.\data\train\subject-1\fall\1_sitting_falls\frame015.jpg,1,0.832000732421875
.\data\train\subject-1\fall\1_sitting_falls\frame016.jpg,1,0.7825769186019897
.\data\train\subject-1\fall\1_sitting_falls\frame017.jpg,1,0.6078235507011414
.\data\train\subject-1\fall\1_sitting_falls\frame018.jpg,1,0.4267228245735168
.\data\train\subject-1\fall\1_sitting_falls\frame019.jpg,1,0.4138147234916687
.\data\train\subject-1\fall\1_sitting_falls\frame020.jpg,1,0.5990467667579651
.\data\train\subject-1\fall\1_sitting_falls\frame021.jpg,1,0.795695424079895
.\data\train\subject-1\fall\1_sitting_falls\frame022.jpg,1,0.8644980788230896
.\data\train\subject-1\fall\1_sitting_falls\frame023.jpg,1,0.8415060639381409
.\data\train\subject-1\fall\1_sitting_falls\frame024.jpg,1,0.8667641878128052
.\data\train\subject-1\fall\1_sitting_falls\frame025.jpg,1,0.859332799911499
.\data\train\subject-1\fall\1_sitting_falls\frame026.jpg,1,0.7932544350624084
.\data\train\subject-1\fall\1_sitting_falls\frame027.jpg,1,0.8217549920082092
.\data\train\subject-1\fall\1_sitting_falls\frame028.jpg,1,0.8200137615203857
.\data\train\subject-1\fall\1_sitting_falls\frame029.jpg,1,0.8043364882469177
.\data\train\subject-1\fall\1_sitting_falls\frame030.jpg,1,0.8063390254974365
.\data\train\subject-1\fall\1_sitting_falls\frame031.jpg,1,0.8166864514350891
.\data\train\subject-1\fall\1_sitting_falls\frame032.jpg,1,0.8510611653327942
.\data\train\subject-1\fall\1_sitting_falls\frame033.jpg,1,0.8577103614807129
.\data\train\subject-1\fall\1_sitting_falls\frame034.jpg,1,0.8285966515541077
.\data\train\subject-1\fall\1_sitting_falls\frame035.jpg,1,0.8222506046295166
.\data\train\subject-1\fall\1_sitting_falls\frame036.jpg,1,0.820307731628418
.\data\train\subject-1\fall\1_sitting_falls\frame037.jpg,1,0.8106043338775635
.\data\train\subject-1\fall\1_sitting_falls\frame038.jpg,1,0.8333417177200317
.\data\train\subject-1\fall\1_sitting_falls\frame039.jpg,1,0.8567234873771667
.\data\train\subject-1\fall\1_sitting_falls\frame040.jpg,1,0.8489136099815369
.\data\train\subject-1\fall\1_sitting_falls\frame041.jpg,1,0.8442387580871582
.\data\train\subject-1\fall\1_sitting_falls\frame042.jpg,1,0.8463650345802307
.\data\train\subject-1\fall\1_sitting_falls\frame043.jpg,1,0.8568258881568909
.\data\train\subject-1\fall\1_sitting_falls\frame044.jpg,1,0.8434644341468811
.\data\train\subject-1\fall\1_sitting_falls\frame045.jpg,1,0.8364508748054504
.\data\train\subject-1\fall\1_sitting_falls\frame046.jpg,1,0.8343714475631714
.\data\train\subject-1\fall\1_sitting_falls\frame047.jpg,1,0.8451017737388611
.\data\train\subject-1\fall\1_sitting_falls\frame048.jpg,1,0.8484448194503784
.\data\train\subject-1\fall\1_sitting_falls\frame049.jpg,1,0.8580482006072998
.\data\train\subject-1\fall\1_sitting_falls\frame050.jpg,1,0.8611596822738647
.\data\train\subject-1\fall\1_sitting_falls\frame051.jpg,1,0.8608145117759705
.\data\train\subject-1\fall\1_sitting_falls\frame052.jpg,1,0.8609533905982971
.\data\train\subject-1\fall\1_sitting_falls\frame053.jpg,1,0.8092939853668213
.\data\train\subject-1\fall\1_sitting_falls\frame054.jpg,1,0.8083738684654236
.\data\train\subject-1\fall\1_sitting_falls\frame055.jpg,1,0.8010636568069458
.\data\train\subject-1\fall\1_sitting_falls\frame056.jpg,1,0.8092166185379028
.\data\train\subject-1\fall\1_sitting_falls\frame057.jpg,1,0.8121620416641235
.\data\train\subject-1\fall\1_sitting_falls\frame058.jpg,1,0.8232369422912598
.\data\train\subject-1\fall\1_sitting_falls\frame059.jpg,1,0.8242213129997253
.\data\train\subject-1\fall\1_sitting_falls\frame060.jpg,1,0.8371465802192688
.\data\train\subject-1\fall\1_sitting_falls\frame061.jpg,1,0.8355315327644348
.\data\train\subject-1\fall\1_sitting_falls\frame062.jpg,1,0.8317484259605408
.\data\train\subject-1\fall\1_sitting_falls\frame063.jpg,1,0.8271058201789856
.\data\train\subject-1\fall\1_sitting_falls\frame064.jpg,1,0.833773672580719
.\data\train\subject-1\fall\1_sitting_falls\frame065.jpg,1,0.8310330510139465
.\data\train\subject-1\fall\1_sitting_falls\frame066.jpg,1,0.8272448778152466
.\data\train\subject-1\fall\1_standing_falls\frame001.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame002.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame003.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame004.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame005.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame006.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame007.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame008.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame009.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame010.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame011.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame012.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame013.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame014.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame015.jpg,0,0.0
.\data\train\subject-1\fall\1_standing_falls\frame016.jpg,1,0.737419843673706
.\data\train\subject-1\fall\1_standing_falls\frame017.jpg,1,0.5517985224723816
.\data\train\subject-1\fall\1_standing_falls\frame018.jpg,1,0.4823077023029327
.\data\train\subject-1\fall\1_standing_falls\frame019.jpg,1,0.7630895376205444
.\data\train\subject-1\fall\1_standing_falls\frame020.jpg,1,0.7994298934936523
.\data\train\subject-1\fall\1_standing_falls\frame021.jpg,1,0.7407816648483276
.\data\train\subject-1\fall\1_standing_falls\frame022.jpg,1,0.8687282800674438
.\data\train\subject-1\fall\1_standing_falls\frame023.jpg,1,0.850067138671875
.\data\train\subject-1\fall\1_standing_falls\frame024.jpg,1,0.8440621495246887
.\data\train\subject-1\fall\1_standing_falls\frame025.jpg,1,0.808347761631012
.\data\train\subject-1\fall\1_standing_falls\frame026.jpg,1,0.806243896484375
.\data\train\subject-1\fall\1_standing_falls\frame027.jpg,1,0.8587392568588257
.\data\train\subject-1\fall\1_standing_falls\frame028.jpg,1,0.8596278429031372
.\data\train\subject-1\fall\1_standing_falls\frame029.jpg,1,0.8408352732658386
.\data\train\subject-1\fall\1_standing_falls\frame030.jpg,1,0.8461496829986572
.\data\train\subject-1\fall\1_standing_falls\frame031.jpg,1,0.8322259783744812
.\data\train\subject-1\fall\1_standing_falls\frame032.jpg,1,0.8386092185974121
.\data\train\subject-1\fall\1_standing_falls\frame033.jpg,1,0.8257230520248413
.\data\train\subject-1\fall\1_standing_falls\frame034.jpg,1,0.8339947462081909
.\data\train\subject-1\fall\1_standing_falls\frame035.jpg,1,0.8518726229667664
.\data\train\subject-1\fall\1_standing_falls\frame036.jpg,1,0.8576701283454895
.\data\train\subject-1\fall\1_standing_falls\frame037.jpg,1,0.8555030822753906
.\data\train\subject-1\fall\1_standing_falls\frame038.jpg,1,0.8792169690132141
.\data\train\subject-1\fall\1_standing_falls\frame039.jpg,1,0.8831820487976074
.\data\train\subject-1\fall\1_standing_falls\frame040.jpg,1,0.877860426902771
.\data\train\subject-1\fall\1_standing_falls\frame041.jpg,1,0.8767253160476685
.\data\train\subject-1\fall\1_standing_falls\frame042.jpg,1,0.873925507068634
.\data\train\subject-1\fall\1_standing_falls\frame043.jpg,1,0.8724445104598999
.\data\train\subject-1\fall\1_standing_falls\frame044.jpg,1,0.8689690828323364
.\data\train\subject-1\fall\1_standing_falls\frame045.jpg,1,0.8699550628662109
.\data\train\subject-1\fall\1_standing_falls\frame046.jpg,1,0.8724755644798279
.\data\train\subject-1\fall\1_standing_falls\frame047.jpg,1,0.8727441430091858
.\data\train\subject-1\fall\1_standing_falls\frame048.jpg,1,0.8733721971511841
.\data\train\subject-1\fall\1_standing_falls\frame049.jpg,1,0.8718304634094238
.\data\train\subject-1\fall\1_standing_falls\frame050.jpg,1,0.873900830745697
.\data\train\subject-1\fall\1_standing_falls\frame051.jpg,1,0.8739389777183533
.\data\train\subject-1\fall\1_standing_falls\frame052.jpg,1,0.8737090229988098
.\data\train\subject-1\fall\1_standing_falls\frame053.jpg,1,0.8727751970291138
.\data\train\subject-1\fall\1_standing_falls\frame054.jpg,1,0.8723131418228149
.\data\train\subject-1\fall\1_standing_falls\frame055.jpg,1,0.8716793656349182
.\data\train\subject-1\fall\1_standing_falls\frame056.jpg,1,0.8739516139030457
.\data\train\subject-1\fall\1_standing_falls\frame057.jpg,1,0.8738124966621399
.\data\train\subject-1\fall\1_standing_falls\frame058.jpg,1,0.8740845918655396
.\data\train\subject-1\fall\1_standing_falls\frame059.jpg,1,0.8736086487770081
.\data\train\subject-1\fall\1_standing_falls\frame060.jpg,1,0.872672975063324
.\data\train\subject-1\fall\1_standing_falls\frame061.jpg,1,0.8734204769134521
.\data\train\subject-1\fall\1_standing_falls\frame062.jpg,1,0.8721663951873779
.\data\train\subject-1\fall\1_standing_falls\frame063.jpg,1,0.8720464110374451
.\data\train\subject-1\fall\1_standing_falls\frame064.jpg,1,0.872491717338562
.\data\train\subject-1\fall\1_standing_falls\frame065.jpg,1,0.8735309839248657
.\data\train\subject-1\fall\1_standing_falls\frame066.jpg,1,0.8741937875747681
.\data\train\subject-1\fall\1_standing_falls\frame067.jpg,1,0.8751983642578125
.\data\train\subject-1\fall\1_standing_falls\frame068.jpg,1,0.8752610683441162
.\data\train\subject-1\fall\1_standing_falls\frame069.jpg,1,0.8752918243408203
.\data\train\subject-2\fall\2_backward_falls\frame001.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame002.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame003.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame004.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame005.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame006.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame007.jpg,0,0.0
.\data\train\subject-2\fall\2_backward_falls\frame008.jpg,1,0.5726251602172852
.\data\train\subject-2\fall\2_backward_falls\frame009.jpg,1,0.5842010974884033
.\data\train\subject-2\fall\2_backward_falls\frame010.jpg,1,0.6604601740837097
.\data\train\subject-2\fall\2_backward_falls\frame011.jpg,1,0.7880294322967529
.\data\train\subject-2\fall\2_backward_falls\frame012.jpg,1,0.8791150450706482
.\data\train\subject-2\fall\2_backward_falls\frame013.jpg,1,0.8605668544769287
.\data\train\subject-2\fall\2_backward_falls\frame014.jpg,1,0.8535877466201782
.\data\train\subject-2\fall\2_backward_falls\frame015.jpg,1,0.8649322986602783
.\data\train\subject-2\fall\2_backward_falls\frame016.jpg,1,0.8597297668457031
.\data\train\subject-2\fall\2_backward_falls\frame017.jpg,1,0.8645849823951721
.\data\train\subject-2\fall\2_backward_falls\frame018.jpg,1,0.8450961709022522
.\data\train\subject-2\fall\2_backward_falls\frame019.jpg,1,0.8467828035354614
.\data\train\subject-2\fall\2_backward_falls\frame020.jpg,1,0.8571218848228455
.\data\train\subject-2\fall\2_backward_falls\frame021.jpg,1,0.8556078672409058
.\data\train\subject-2\fall\2_backward_falls\frame022.jpg,1,0.8624786734580994
.\data\train\subject-2\fall\2_backward_falls\frame023.jpg,1,0.8591023087501526
.\data\train\subject-2\fall\2_backward_falls\frame024.jpg,1,0.855429470539093
.\data\train\subject-2\fall\2_backward_falls\frame025.jpg,1,0.8576256632804871
.\data\train\subject-2\fall\2_backward_falls\frame026.jpg,1,0.8598728179931641
