path,label,conf,revalidated_manually
.\data\train\subject-1\fall\1_forward_falls\frame014.jpg,1,0.8662394881248474,1
.\data\train\subject-1\fall\1_forward_falls\frame015.jpg,1,0.8464308381080627,1
.\data\train\subject-1\fall\1_forward_falls\frame016.jpg,1,0.8309046626091003,1
.\data\train\subject-1\fall\1_forward_falls\frame017.jpg,1,0.8180798292160034,1
.\data\train\subject-1\fall\1_forward_falls\frame018.jpg,1,0.8117737174034119,1
.\data\train\subject-1\fall\1_forward_falls\frame019.jpg,1,0.7976840138435364,1
.\data\train\subject-1\fall\1_forward_falls\frame020.jpg,1,0.7873712778091431,1
.\data\train\subject-1\fall\1_forward_falls\frame021.jpg,1,0.7911341786384583,1
.\data\train\subject-1\fall\1_forward_falls\frame022.jpg,1,0.8011890649795532,1
.\data\train\subject-1\fall\1_forward_falls\frame023.jpg,1,0.7902544736862183,1
.\data\train\subject-1\fall\1_forward_falls\frame024.jpg,1,0.8047409057617188,1
.\data\train\subject-1\fall\1_forward_falls\frame025.jpg,1,0.8075724840164185,1
.\data\train\subject-1\fall\1_forward_falls\frame026.jpg,1,0.8079277276992798,1
.\data\train\subject-1\fall\1_forward_falls\frame027.jpg,1,0.8044567704200745,1
.\data\train\subject-1\fall\1_forward_falls\frame028.jpg,1,0.7871281504631042,1
.\data\train\subject-1\fall\1_forward_falls\frame029.jpg,1,0.7930790185928345,1
.\data\train\subject-1\fall\1_forward_falls\frame030.jpg,1,0.7948204278945923,1
.\data\train\subject-1\fall\1_forward_falls\frame031.jpg,1,0.7997617125511169,1
.\data\train\subject-1\fall\1_forward_falls\frame032.jpg,1,0.8036864995956421,1
.\data\train\subject-1\fall\1_forward_falls\frame033.jpg,1,0.8033795952796936,1
.\data\train\subject-1\fall\1_forward_falls\frame034.jpg,1,0.794498085975647,1
.\data\train\subject-1\fall\1_forward_falls\frame035.jpg,1,0.7955743670463562,1
.\data\train\subject-1\fall\1_forward_falls\frame036.jpg,1,0.7943103313446045,1
.\data\train\subject-1\fall\1_forward_falls\frame037.jpg,1,0.799537718296051,1
.\data\train\subject-1\fall\1_forward_falls\frame038.jpg,1,0.7988021373748779,1
.\data\train\subject-1\fall\1_forward_falls\frame039.jpg,1,0.8007249236106873,1
.\data\train\subject-1\fall\1_forward_falls\frame040.jpg,1,0.7999275326728821,1
.\data\train\subject-1\fall\1_forward_falls\frame041.jpg,1,0.7949545979499817,1
.\data\train\subject-1\fall\1_forward_falls\frame042.jpg,1,0.7984781861305237,1
.\data\train\subject-1\fall\1_forward_falls\frame043.jpg,1,0.8010459542274475,1
.\data\train\subject-1\fall\1_forward_falls\frame044.jpg,1,0.8014225363731384,1
.\data\train\subject-1\fall\1_forward_falls\frame045.jpg,1,0.7991928458213806,1
.\data\train\subject-1\fall\1_forward_falls\frame046.jpg,1,0.8005148768424988,1
.\data\train\subject-1\fall\1_forward_falls\frame047.jpg,1,0.8019844889640808,1
.\data\train\subject-1\fall\1_forward_falls\frame048.jpg,1,0.8074755668640137,1
.\data\train\subject-1\fall\1_forward_falls\frame049.jpg,1,0.8023689985275269,1
.\data\train\subject-1\fall\1_forward_falls\frame050.jpg,1,0.8000841736793518,1
.\data\train\subject-1\fall\1_left_falls\frame001.jpg,0,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame002.jpg,0,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame003.jpg,0,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame004.jpg,0,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame005.jpg,1,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame006.jpg,1,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame007.jpg,1,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame008.jpg,1,0.0,1
.\data\train\subject-1\fall\1_left_falls\frame009.jpg,1,0.4808626174926758,1
.\data\train\subject-1\fall\1_left_falls\frame010.jpg,1,0.6699946522712708,1
.\data\train\subject-1\fall\1_left_falls\frame011.jpg,1,0.4198611378669739,1
.\data\train\subject-1\fall\1_left_falls\frame012.jpg,1,0.742084801197052,1
.\data\train\subject-1\fall\1_left_falls\frame013.jpg,1,0.7445069551467896,1
.\data\train\subject-1\fall\1_left_falls\frame014.jpg,1,0.7923475503921509,1
.\data\train\subject-1\fall\1_left_falls\frame015.jpg,1,0.8249656558036804,1
.\data\train\subject-1\fall\1_left_falls\frame016.jpg,1,0.8473984003067017,1
.\data\train\subject-1\fall\1_left_falls\frame017.jpg,1,0.8713939189910889,1
.\data\train\subject-1\fall\1_left_falls\frame018.jpg,1,0.8705195784568787,1
.\data\train\subject-1\fall\1_left_falls\frame019.jpg,1,0.870669424533844,1
.\data\train\subject-1\fall\1_left_falls\frame020.jpg,1,0.8792397975921631,1
.\data\train\subject-1\fall\1_left_falls\frame021.jpg,1,0.8848719000816345,1
.\data\train\subject-1\fall\1_left_falls\frame022.jpg,1,0.8798704147338867,1
.\data\train\subject-1\fall\1_left_falls\frame023.jpg,1,0.876133382320404,1
.\data\train\subject-1\fall\1_left_falls\frame024.jpg,1,0.8777672052383423,1
.\data\train\subject-1\fall\1_left_falls\frame025.jpg,1,0.8787619471549988,1
.\data\train\subject-1\fall\1_left_falls\frame026.jpg,1,0.8763414621353149,1
.\data\train\subject-1\fall\1_left_falls\frame027.jpg,1,0.8752410411834717,1
.\data\train\subject-1\fall\1_left_falls\frame028.jpg,1,0.8769083619117737,1
.\data\train\subject-1\fall\1_left_falls\frame029.jpg,1,0.8776524066925049,1
.\data\train\subject-1\fall\1_left_falls\frame030.jpg,1,0.8787678480148315,1
.\data\train\subject-1\fall\1_left_falls\frame031.jpg,1,0.8763079643249512,1
.\data\train\subject-1\fall\1_left_falls\frame032.jpg,1,0.8770291209220886,1
.\data\train\subject-1\fall\1_left_falls\frame033.jpg,1,0.877561092376709,1
.\data\train\subject-1\fall\1_left_falls\frame034.jpg,1,0.8797567486763,1
.\data\train\subject-1\fall\1_left_falls\frame035.jpg,1,0.8795422911643982,1
.\data\train\subject-1\fall\1_left_falls\frame036.jpg,1,0.8775326013565063,1
.\data\train\subject-1\fall\1_left_falls\frame037.jpg,1,0.878125011920929,1
.\data\train\subject-1\fall\1_left_falls\frame038.jpg,1,0.876185953617096,1
.\data\train\subject-1\fall\1_left_falls\frame039.jpg,1,0.8776502013206482,1
.\data\train\subject-1\fall\1_left_falls\frame040.jpg,1,0.8775443434715271,1
.\data\train\subject-1\fall\1_left_falls\frame041.jpg,1,0.8772530555725098,1
.\data\train\subject-1\fall\1_left_falls\frame042.jpg,1,0.8775783181190491,1
.\data\train\subject-1\fall\1_left_falls\frame043.jpg,1,0.8760176301002502,1
.\data\train\subject-1\fall\1_left_falls\frame044.jpg,1,0.8766359090805054,1
.\data\train\subject-1\fall\1_left_falls\frame045.jpg,1,0.8776561617851257,1
.\data\train\subject-1\fall\1_left_falls\frame046.jpg,1,0.8764384388923645,1
.\data\train\subject-1\fall\1_left_falls\frame047.jpg,1,0.8765107989311218,1
.\data\train\subject-1\fall\1_left_falls\frame048.jpg,1,0.8733876347541809,1
.\data\train\subject-1\fall\1_right_falls\frame001.jpg,0,0.0,1
.\data\train\subject-1\fall\1_right_falls\frame002.jpg,0,0.0,1
.\data\train\subject-1\fall\1_right_falls\frame003.jpg,0,0.0,1
.\data\train\subject-1\fall\1_right_falls\frame004.jpg,0,0.0,1
.\data\train\subject-1\fall\1_right_falls\frame005.jpg,0,0.0,1
.\data\train\subject-1\fall\1_right_falls\frame006.jpg,1,0.4761274755001068,1
.\data\train\subject-1\fall\1_right_falls\frame007.jpg,1,0.6595216989517212,1
.\data\train\subject-1\fall\1_right_falls\frame008.jpg,1,0.7883343696594238,1
.\data\train\subject-1\fall\1_right_falls\frame009.jpg,1,0.8164644241333008,1
.\data\train\subject-1\fall\1_right_falls\frame010.jpg,1,0.7043262124061584,1
.\data\train\subject-1\fall\1_right_falls\frame011.jpg,1,0.8408153653144836,1
.\data\train\subject-1\fall\1_right_falls\frame012.jpg,1,0.8184528946876526,1
.\data\train\subject-1\fall\1_right_falls\frame013.jpg,1,0.7860504984855652,1
.\data\train\subject-1\fall\1_right_falls\frame014.jpg,1,0.8363208770751953,1
.\data\train\subject-1\fall\1_right_falls\frame015.jpg,1,0.8551144003868103,1
.\data\train\subject-1\fall\1_right_falls\frame016.jpg,1,0.8438981771469116,1
.\data\train\subject-1\fall\1_right_falls\frame017.jpg,1,0.8705460429191589,1
.\data\train\subject-1\fall\1_right_falls\frame018.jpg,1,0.8786935806274414,1
.\data\train\subject-1\fall\1_right_falls\frame019.jpg,1,0.8631399869918823,1
.\data\train\subject-1\fall\1_right_falls\frame020.jpg,1,0.8647502064704895,1
.\data\train\subject-1\fall\1_right_falls\frame021.jpg,1,0.8654241561889648,1
.\data\train\subject-1\fall\1_right_falls\frame022.jpg,1,0.8607956171035767,1
.\data\train\subject-1\fall\1_right_falls\frame023.jpg,1,0.8534517288208008,1
.\data\train\subject-1\fall\1_right_falls\frame024.jpg,1,0.8070324063301086,1
.\data\train\subject-1\fall\1_right_falls\frame025.jpg,1,0.8501431941986084,1
.\data\train\subject-1\fall\1_right_falls\frame026.jpg,1,0.8435531258583069,1
.\data\train\subject-1\fall\1_right_falls\frame027.jpg,1,0.8585151433944702,1
.\data\train\subject-1\fall\1_right_falls\frame028.jpg,1,0.8551958799362183,1
.\data\train\subject-1\fall\1_right_falls\frame029.jpg,1,0.8499208092689514,1
.\data\train\subject-1\fall\1_right_falls\frame030.jpg,1,0.8460766673088074,1
.\data\train\subject-1\fall\1_right_falls\frame031.jpg,1,0.8470305800437927,1
.\data\train\subject-1\fall\1_right_falls\frame032.jpg,1,0.8456725478172302,1
.\data\train\subject-1\fall\1_right_falls\frame033.jpg,1,0.8505780100822449,1
.\data\train\subject-1\fall\1_right_falls\frame034.jpg,1,0.8520416021347046,1
.\data\train\subject-1\fall\1_right_falls\frame035.jpg,1,0.8486934304237366,1
.\data\train\subject-1\fall\1_right_falls\frame036.jpg,1,0.8480333685874939,1
.\data\train\subject-1\fall\1_right_falls\frame037.jpg,1,0.847317099571228,1
.\data\train\subject-1\fall\1_right_falls\frame038.jpg,1,0.8416216373443604,1
.\data\train\subject-1\fall\1_right_falls\frame039.jpg,1,0.8444392681121826,1
.\data\train\subject-1\fall\1_right_falls\frame040.jpg,1,0.8464545011520386,1
.\data\train\subject-1\fall\1_right_falls\frame041.jpg,1,0.843572735786438,1
.\data\train\subject-1\fall\1_right_falls\frame042.jpg,1,0.84296053647995,1
.\data\train\subject-1\fall\1_right_falls\frame043.jpg,1,0.844793438911438,1
.\data\train\subject-1\fall\1_right_falls\frame044.jpg,1,0.8412051796913147,1
.\data\train\subject-1\fall\1_right_falls\frame045.jpg,1,0.847307026386261,1
.\data\train\subject-1\fall\1_right_falls\frame046.jpg,1,0.8484145998954773,1
.\data\train\subject-1\fall\1_right_falls\frame047.jpg,1,0.8499467968940735,1
.\data\train\subject-1\fall\1_sitting_falls\frame001.jpg,0,0.0,1
.\data\train\subject-1\fall\1_sitting_falls\frame002.jpg,1,0.2626191079616546,1
.\data\train\subject-1\fall\1_sitting_falls\frame003.jpg,1,0.6094471216201782,1
.\data\train\subject-1\fall\1_sitting_falls\frame004.jpg,1,0.5640271902084351,1
.\data\train\subject-1\fall\1_sitting_falls\frame005.jpg,1,0.3320582211017608,1
.\data\train\subject-1\fall\1_sitting_falls\frame006.jpg,1,0.6241397261619568,1
.\data\train\subject-1\fall\1_sitting_falls\frame007.jpg,1,0.777580201625824,1
.\data\train\subject-1\fall\1_sitting_falls\frame008.jpg,1,0.8012031316757202,1
.\data\train\subject-1\fall\1_sitting_falls\frame009.jpg,1,0.8148080706596375,1
.\data\train\subject-1\fall\1_sitting_falls\frame010.jpg,1,0.8612266182899475,1
.\data\train\subject-1\fall\1_sitting_falls\frame011.jpg,1,0.839478075504303,1
.\data\train\subject-1\fall\1_sitting_falls\frame012.jpg,1,0.8551428318023682,1
.\data\train\subject-1\fall\1_sitting_falls\frame013.jpg,1,0.8591760396957397,1
.\data\train\subject-1\fall\1_sitting_falls\frame014.jpg,1,0.8323684930801392,1
.\data\train\subject-1\fall\1_sitting_falls\frame015.jpg,1,0.832000732421875,1
.\data\train\subject-1\fall\1_sitting_falls\frame016.jpg,1,0.7825769186019897,1
.\data\train\subject-1\fall\1_sitting_falls\frame017.jpg,1,0.6078235507011414,1
.\data\train\subject-1\fall\1_sitting_falls\frame018.jpg,1,0.4267228245735168,1
.\data\train\subject-1\fall\1_sitting_falls\frame019.jpg,1,0.4138147234916687,1
.\data\train\subject-1\fall\1_sitting_falls\frame020.jpg,1,0.5990467667579651,1
.\data\train\subject-1\fall\1_sitting_falls\frame021.jpg,1,0.795695424079895,1
.\data\train\subject-1\fall\1_sitting_falls\frame022.jpg,1,0.8644980788230896,1
.\data\train\subject-1\fall\1_sitting_falls\frame023.jpg,1,0.8415060639381409,1
.\data\train\subject-1\fall\1_sitting_falls\frame024.jpg,1,0.8667641878128052,1
.\data\train\subject-1\fall\1_sitting_falls\frame025.jpg,1,0.859332799911499,1
.\data\train\subject-1\fall\1_sitting_falls\frame026.jpg,1,0.7932544350624084,1
.\data\train\subject-1\fall\1_sitting_falls\frame027.jpg,1,0.8217549920082092,1
.\data\train\subject-1\fall\1_sitting_falls\frame028.jpg,1,0.8200137615203857,1
.\data\train\subject-1\fall\1_sitting_falls\frame029.jpg,1,0.8043364882469177,1
.\data\train\subject-1\fall\1_sitting_falls\frame030.jpg,1,0.8063390254974365,1
.\data\train\subject-1\fall\1_sitting_falls\frame031.jpg,1,0.8166864514350891,1
.\data\train\subject-1\fall\1_sitting_falls\frame032.jpg,1,0.8510611653327942,1
.\data\train\subject-1\fall\1_sitting_falls\frame033.jpg,1,0.8577103614807129,1
.\data\train\subject-1\fall\1_sitting_falls\frame034.jpg,1,0.8285966515541077,1
.\data\train\subject-1\fall\1_sitting_falls\frame035.jpg,1,0.8222506046295166,1
.\data\train\subject-1\fall\1_sitting_falls\frame036.jpg,1,0.820307731628418,1
.\data\train\subject-1\fall\1_sitting_falls\frame037.jpg,1,0.8106043338775635,1
.\data\train\subject-1\fall\1_sitting_falls\frame038.jpg,1,0.8333417177200317,1
.\data\train\subject-1\fall\1_sitting_falls\frame039.jpg,1,0.8567234873771667,1
.\data\train\subject-1\fall\1_sitting_falls\frame040.jpg,1,0.8489136099815369,1
.\data\train\subject-1\fall\1_sitting_falls\frame041.jpg,1,0.8442387580871582,1
.\data\train\subject-1\fall\1_sitting_falls\frame042.jpg,1,0.8463650345802307,1
.\data\train\subject-1\fall\1_sitting_falls\frame043.jpg,1,0.8568258881568909,1
.\data\train\subject-1\fall\1_sitting_falls\frame044.jpg,1,0.8434644341468811,1
.\data\train\subject-1\fall\1_sitting_falls\frame045.jpg,1,0.8364508748054504,1
.\data\train\subject-1\fall\1_sitting_falls\frame046.jpg,1,0.8343714475631714,1
.\data\train\subject-1\fall\1_sitting_falls\frame047.jpg,1,0.8451017737388611,1
.\data\train\subject-1\fall\1_sitting_falls\frame048.jpg,1,0.8484448194503784,1
.\data\train\subject-1\fall\1_sitting_falls\frame049.jpg,1,0.8580482006072998,1
.\data\train\subject-1\fall\1_sitting_falls\frame050.jpg,1,0.8611596822738647,1
.\data\train\subject-1\fall\1_sitting_falls\frame051.jpg,1,0.8608145117759705,1
.\data\train\subject-1\fall\1_sitting_falls\frame052.jpg,1,0.8609533905982971,1
.\data\train\subject-1\fall\1_sitting_falls\frame053.jpg,1,0.8092939853668213,1
.\data\train\subject-1\fall\1_sitting_falls\frame054.jpg,1,0.8083738684654236,1
.\data\train\subject-1\fall\1_sitting_falls\frame055.jpg,1,0.8010636568069458,1
.\data\train\subject-1\fall\1_sitting_falls\frame056.jpg,1,0.8092166185379028,1
.\data\train\subject-1\fall\1_sitting_falls\frame057.jpg,1,0.8121620416641235,1
.\data\train\subject-1\fall\1_sitting_falls\frame058.jpg,1,0.8232369422912598,1
.\data\train\subject-1\fall\1_sitting_falls\frame059.jpg,1,0.8242213129997253,1
.\data\train\subject-1\fall\1_sitting_falls\frame060.jpg,1,0.8371465802192688,1
.\data\train\subject-1\fall\1_sitting_falls\frame061.jpg,1,0.8355315327644348,1
.\data\train\subject-1\fall\1_sitting_falls\frame062.jpg,1,0.8317484259605408,1
.\data\train\subject-1\fall\1_sitting_falls\frame063.jpg,1,0.8271058201789856,1
.\data\train\subject-1\fall\1_sitting_falls\frame064.jpg,1,0.833773672580719,1
.\data\train\subject-1\fall\1_sitting_falls\frame065.jpg,1,0.8310330510139465,1
.\data\train\subject-1\fall\1_sitting_falls\frame066.jpg,1,0.8272448778152466,1
.\data\train\subject-1\fall\1_standing_falls\frame001.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame002.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame003.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame004.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame005.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame006.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame007.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame008.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame009.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame010.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame011.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame012.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame013.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame014.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame015.jpg,0,0.0,1
.\data\train\subject-1\fall\1_standing_falls\frame016.jpg,1,0.737419843673706,1
.\data\train\subject-1\fall\1_standing_falls\frame017.jpg,1,0.5517985224723816,1
.\data\train\subject-1\fall\1_standing_falls\frame018.jpg,1,0.4823077023029327,1
.\data\train\subject-1\fall\1_standing_falls\frame019.jpg,1,0.7630895376205444,1
.\data\train\subject-1\fall\1_standing_falls\frame020.jpg,1,0.7994298934936523,1
.\data\train\subject-1\fall\1_standing_falls\frame021.jpg,1,0.7407816648483276,1
.\data\train\subject-1\fall\1_standing_falls\frame022.jpg,1,0.8687282800674438,1
.\data\train\subject-1\fall\1_standing_falls\frame023.jpg,1,0.850067138671875,1
.\data\train\subject-1\fall\1_standing_falls\frame024.jpg,1,0.8440621495246887,1
.\data\train\subject-1\fall\1_standing_falls\frame025.jpg,1,0.808347761631012,1
.\data\train\subject-1\fall\1_standing_falls\frame026.jpg,1,0.806243896484375,1
.\data\train\subject-1\fall\1_standing_falls\frame027.jpg,1,0.8587392568588257,1
.\data\train\subject-1\fall\1_standing_falls\frame028.jpg,1,0.8596278429031372,1
.\data\train\subject-1\fall\1_standing_falls\frame029.jpg,1,0.8408352732658386,1
.\data\train\subject-1\fall\1_standing_falls\frame030.jpg,1,0.8461496829986572,1
.\data\train\subject-1\fall\1_standing_falls\frame031.jpg,1,0.8322259783744812,1
.\data\train\subject-1\fall\1_standing_falls\frame032.jpg,1,0.8386092185974121,1
.\data\train\subject-1\fall\1_standing_falls\frame033.jpg,1,0.8257230520248413,1
.\data\train\subject-1\fall\1_standing_falls\frame034.jpg,1,0.8339947462081909,1
.\data\train\subject-1\fall\1_standing_falls\frame035.jpg,1,0.8518726229667664,1
.\data\train\subject-1\fall\1_standing_falls\frame036.jpg,1,0.8576701283454895,1
.\data\train\subject-1\fall\1_standing_falls\frame037.jpg,1,0.8555030822753906,1
.\data\train\subject-1\fall\1_standing_falls\frame038.jpg,1,0.8792169690132141,1
.\data\train\subject-1\fall\1_standing_falls\frame039.jpg,1,0.8831820487976074,1
.\data\train\subject-1\fall\1_standing_falls\frame040.jpg,1,0.877860426902771,1
.\data\train\subject-1\fall\1_standing_falls\frame041.jpg,1,0.8767253160476685,1
.\data\train\subject-1\fall\1_standing_falls\frame042.jpg,1,0.873925507068634,1
.\data\train\subject-1\fall\1_standing_falls\frame043.jpg,1,0.8724445104598999,1
.\data\train\subject-1\fall\1_standing_falls\frame044.jpg,1,0.8689690828323364,1
.\data\train\subject-1\fall\1_standing_falls\frame045.jpg,1,0.8699550628662109,1
.\data\train\subject-1\fall\1_standing_falls\frame046.jpg,1,0.8724755644798279,1
.\data\train\subject-1\fall\1_standing_falls\frame047.jpg,1,0.8727441430091858,1
.\data\train\subject-1\fall\1_standing_falls\frame048.jpg,1,0.8733721971511841,1
.\data\train\subject-1\fall\1_standing_falls\frame049.jpg,1,0.8718304634094238,1
.\data\train\subject-1\fall\1_standing_falls\frame050.jpg,1,0.873900830745697,1
.\data\train\subject-1\fall\1_standing_falls\frame051.jpg,1,0.8739389777183533,1
.\data\train\subject-1\fall\1_standing_falls\frame052.jpg,1,0.8737090229988098,1
.\data\train\subject-1\fall\1_standing_falls\frame053.jpg,1,0.8727751970291138,1
.\data\train\subject-1\fall\1_standing_falls\frame054.jpg,1,0.8723131418228149,1
.\data\train\subject-1\fall\1_standing_falls\frame055.jpg,1,0.8716793656349182,1
.\data\train\subject-1\fall\1_standing_falls\frame056.jpg,1,0.8739516139030457,1
.\data\train\subject-1\fall\1_standing_falls\frame057.jpg,1,0.8738124966621399,1
.\data\train\subject-1\fall\1_standing_falls\frame058.jpg,1,0.8740845918655396,1
.\data\train\subject-1\fall\1_standing_falls\frame059.jpg,1,0.8736086487770081,1
.\data\train\subject-1\fall\1_standing_falls\frame060.jpg,1,0.872672975063324,1
.\data\train\subject-1\fall\1_standing_falls\frame061.jpg,1,0.8734204769134521,1
.\data\train\subject-1\fall\1_standing_falls\frame062.jpg,1,0.8721663951873779,1
.\data\train\subject-1\fall\1_standing_falls\frame063.jpg,1,0.8720464110374451,1
.\data\train\subject-1\fall\1_standing_falls\frame064.jpg,1,0.872491717338562,1
.\data\train\subject-1\fall\1_standing_falls\frame065.jpg,1,0.8735309839248657,1
.\data\train\subject-1\fall\1_standing_falls\frame066.jpg,1,0.8741937875747681,1
.\data\train\subject-1\fall\1_standing_falls\frame067.jpg,1,0.8751983642578125,1
.\data\train\subject-1\fall\1_standing_falls\frame068.jpg,1,0.8752610683441162,1
.\data\train\subject-1\fall\1_standing_falls\frame069.jpg,1,0.8752918243408203,1
.\data\train\subject-2\fall\2_backward_falls\frame001.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame002.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame003.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame004.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame005.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame006.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame007.jpg,0,0.0,1
.\data\train\subject-2\fall\2_backward_falls\frame008.jpg,1,0.5726251602172852,1
.\data\train\subject-2\fall\2_backward_falls\frame009.jpg,1,0.5842010974884033,1
.\data\train\subject-2\fall\2_backward_falls\frame010.jpg,1,0.6604601740837097,1
